total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition,year,month,weekday,price_per_m2,floor_type
12,4900000.0,55.0,2016-05-25,2,2.6,16,31.0,13,True,False,False,10.0,0,Санкт-Петербург,18449.0,21873.0,0.0,3100.0,2.0,922.0,49,2016,5,2,89090.91,Другой
8,3400000.0,43.9,2018-09-19,2,2.52,5,28.8,5,True,False,False,4.8,0,поселок Стрельна,28324.0,23513.0,0.0,3100.0,0.0,3100.0,54,2018,9,2,77448.75,Последний
5,13000000.0,89.9,2017-08-07,2,2.72,9,59.6,5,True,False,False,15.1,0,Санкт-Петербург,20086.0,3816.0,1.0,433.0,1.0,401.0,140,2017,8,0,144605.12,Другой
14,6390000.0,57.5,2017-09-15,2,2.6,7,30.0,6,True,False,False,8.0,1,Санкт-Петербург,28782.0,7485.0,1.0,530.0,0.0,3100.0,203,2017,9,4,111130.43,Другой
6,3475000.0,30.5,2017-10-18,1,2.72,5,18.2,5,True,False,False,5.3,1,Санкт-Петербург,29576.0,8397.0,3.0,183.0,1.0,822.0,55,2017,10,2,113934.43,Последний
6,2250000.0,32.0,2018-02-01,1,2.6,5,18.0,4,True,False,False,6.0,0,Ломоносов,49292.0,52716.0,0.0,3100.0,2.0,673.0,116,2018,2,3,70312.5,Другой
15,10990000.0,82.6,2018-02-13,2,2.6,12,39.9,5,True,False,False,13.8,1,Санкт-Петербург,43558.0,13138.0,0.0,3100.0,0.0,3100.0,34,2018,2,1,133050.85,Другой
11,4900000.0,55.2,2019-04-18,3,2.5,5,40.5,3,True,False,False,4.9,0,Санкт-Петербург,10323.0,12646.0,1.0,509.0,0.0,3100.0,0,2019,4,3,88768.12,Другой
15,4200000.0,63.2,2017-06-08,2,2.72,9,36.4,4,True,False,False,12.0,0,поселок Шушары,23199.0,28985.0,0.0,3100.0,0.0,3100.0,40,2017,6,3,66455.7,Другой
9,4250000.0,44.0,2016-06-23,2,2.72,5,28.0,5,True,False,False,6.0,0,Санкт-Петербург,14255.0,10319.0,1.0,2348.0,1.0,412.0,104,2016,6,3,96590.91,Последний
18,6830000.0,64.0,2017-08-23,2,2.8,19,31.0,15,True,False,False,11.0,2,Санкт-Петербург,37636.0,14479.0,0.0,3100.0,1.0,1127.0,0,2017,8,2,106718.75,Другой
7,8200000.0,93.0,2017-04-05,3,2.72,13,48.6,2,True,False,False,12.0,2,Санкт-Петербург,33534.0,12166.0,0.0,3100.0,0.0,3100.0,109,2017,4,2,88172.04,Другой
8,4200000.0,44.63,2019-03-13,2,2.55,5,28.26,4,True,False,False,5.78,1,Санкт-Петербург,33153.0,9253.0,2.0,256.0,0.0,3100.0,0,2019,3,2,94107.1,Другой
7,3200000.0,49.0,2017-11-02,2,2.72,5,30.4,1,True,False,False,6.7,0,Ломоносов,47734.0,51159.0,0.0,3100.0,2.0,618.0,23,2017,11,3,65306.12,Первый
6,5100000.0,42.0,2018-06-15,2,2.72,4,27.9,4,True,False,False,5.3,0,Санкт-Петербург,22633.0,4353.0,1.0,303.0,0.0,3100.0,16,2018,6,4,121428.57,Последний
20,9500000.0,94.9,2019-01-30,3,2.6,17,69.3,8,True,False,False,10.1,0,Санкт-Петербург,29576.0,11344.0,1.0,485.0,1.0,496.0,0,2019,1,2,100105.37,Другой
16,8495000.0,85.0,2018-07-14,3,2.72,3,54.7,3,True,False,False,12.1,0,Санкт-Петербург,24281.0,3848.0,1.0,965.0,3.0,420.0,90,2018,7,5,99941.18,Последний
6,5900000.0,40.2,2018-03-15,1,2.72,19,17.7,5,True,False,False,9.8,0,Санкт-Петербург,18814.0,7038.0,0.0,3100.0,1.0,524.0,98,2018,3,3,146766.17,Другой
9,5750000.0,40.0,2017-09-27,1,2.75,16,19.0,5,True,False,False,9.0,2,Санкт-Петербург,29591.0,6963.0,0.0,3100.0,3.0,172.0,104,2017,9,2,143750.0,Другой
11,2599000.0,30.0,2019-03-04,1,2.72,6,15.0,1,True,False,False,9.0,0,поселок Шушары,18012.0,23689.0,0.0,3100.0,1.0,630.0,17,2019,3,0,86633.33,Первый
13,11800000.0,94.2,2018-11-09,3,2.74,22,56.1,20,True,False,False,15.1,1,Санкт-Петербург,44382.0,16921.0,0.0,3100.0,0.0,3100.0,13,2018,11,4,125265.39,Другой
19,5400000.0,39.0,2018-07-23,1,2.72,21,18.0,9,True,False,False,11.0,0,Санкт-Петербург,7659.0,13841.0,0.0,3100.0,0.0,3100.0,69,2018,7,0,138461.54,Другой
6,3700000.0,40.2,2018-02-28,1,2.55,12,22.6,8,True,False,False,9.1,2,Санкт-Петербург,43111.0,13332.0,0.0,3100.0,0.0,3100.0,23,2018,2,2,92039.8,Другой
4,5200000.0,60.0,2016-10-12,3,2.5,9,38.0,2,True,False,False,8.0,1,Пушкин,14190.0,26343.0,0.0,3100.0,0.0,3100.0,443,2016,10,2,86666.67,Другой
0,1580000.0,30.0,2017-12-07,1,2.72,5,17.0,5,True,False,False,5.5,0,поселок городского типа Сиверский,,,,,,,45,2017,12,3,52666.67,Последний
18,4300000.0,43.5,2017-07-25,1,2.75,16,16.4,7,True,False,False,11.0,2,Санкт-Петербург,28143.0,12209.0,0.0,3100.0,0.0,3100.0,30,2017,7,1,98850.57,Другой
7,3800000.0,49.2,2017-10-15,2,2.7,5,26.7,4,True,False,False,7.7,0,поселок городского типа Кузьмоловский,,,,,,,401,2017,10,6,77235.77,Другой
13,3950000.0,44.5,2017-06-22,2,2.6,9,27.5,9,True,False,False,7.0,1,Санкт-Петербург,16007.0,10400.0,1.0,367.0,1.0,114.0,53,2017,6,3,88764.04,Последний
6,4100000.0,45.0,2017-05-18,2,2.72,9,28.0,7,True,False,False,7.0,0,Санкт-Петербург,32642.0,10882.0,2.0,522.0,0.0,3100.0,115,2017,5,3,91111.11,Другой
6,3511000.0,39.41,2018-08-07,1,2.65,27,,12,True,False,False,11.28,1,поселок Мурино,,,,,,,60,2018,8,1,89089.06,Другой
12,4350000.0,72.6,2018-11-25,3,2.72,5,47.0,5,True,False,False,8.3,0,Выборг,,,,,,,46,2018,11,6,59917.36,Последний
7,4800000.0,52.0,2016-06-14,2,2.6,9,31.2,5,False,False,False,8.9,1,Санкт-Петербург,19556.0,21268.0,0.0,3100.0,1.0,736.0,60,2016,6,1,92307.69,Другой
7,7000000.0,75.2,2017-10-17,3,2.72,6,41.0,6,True,False,False,9.0,0,Санкт-Петербург,26013.0,4861.0,1.0,463.0,1.0,446.0,6,2017,10,1,93085.11,Последний
20,5400000.0,69.5,2017-08-07,3,2.7,12,46.2,1,True,False,False,8.2,0,Санкт-Петербург,14809.0,13606.0,0.0,3100.0,0.0,3100.0,278,2017,8,0,77697.84,Первый
20,3200000.0,32.07,2018-07-07,1,2.72,13,16.2,6,True,False,False,9.2,0,Кудрово,,,,,,,42,2018,7,5,99781.73,Другой
6,5200000.0,42.2,2018-02-27,1,2.72,5,19.3,4,True,False,False,11.1,2,Пушкин,19571.0,31725.0,0.0,3100.0,0.0,3100.0,4,2018,2,1,123222.75,Другой
8,4690000.0,60.3,2016-03-05,2,2.5,5,28.0,2,True,False,False,7.9,0,Кронштадт,69775.0,51500.0,3.0,9.0,3.0,345.0,146,2016,3,5,77777.78,Другой
11,3850000.0,36.2,2018-02-01,2,2.72,6,24.2,5,True,False,False,6.3,0,Санкт-Петербург,21559.0,5142.0,1.0,407.0,3.0,398.0,21,2018,2,3,106353.59,Другой
19,5900000.0,52.3,2018-02-01,2,2.65,12,28.6,3,False,False,False,8.4,2,Санкт-Петербург,33538.0,12258.0,0.0,3100.0,0.0,3100.0,17,2018,2,3,112810.71,Другой
14,4700000.0,48.0,2018-02-05,2,2.5,9,30.7,8,True,False,False,8.0,0,Сестрорецк,58361.0,35291.0,0.0,3100.0,2.0,131.0,367,2018,2,0,97916.67,Другой
15,4150000.0,37.5,2016-06-22,1,2.72,16,18.1,15,True,False,False,9.4,0,Санкт-Петербург,32746.0,13845.0,0.0,3100.0,1.0,516.0,412,2016,6,2,110666.67,Другой
0,3700000.0,31.0,2019-04-15,1,2.55,5,17.8,5,True,False,False,5.5,1,Санкт-Петербург,11764.0,9283.0,0.0,3100.0,0.0,3100.0,0,2019,4,0,119354.84,Последний
6,3095000.0,36.09,2018-03-26,1,2.72,12,,8,True,False,False,9.97,0,поселок Бугры,,,,,,,124,2018,3,0,85757.83,Другой
4,4380000.0,47.0,2017-10-26,2,2.72,20,19.0,15,True,False,False,16.0,0,поселок Парголово,53115.0,19292.0,0.0,3100.0,1.0,593.0,33,2017,10,3,93191.49,Другой
19,7500000.0,65.0,2019-02-19,3,2.5,10,39.7,8,True,False,False,9.2,0,Санкт-Петербург,33792.0,14093.0,1.0,310.0,2.0,367.0,0,2019,2,1,115384.62,Другой
8,4800000.0,60.0,2017-11-10,3,2.5,5,42.0,1,True,False,False,7.0,0,Сестрорецк,57588.0,34517.0,3.0,194.0,3.0,330.0,74,2017,11,4,80000.0,Первый
14,6500000.0,61.4,2019-04-28,3,2.7,9,43.8,3,True,False,False,6.2,1,Санкт-Петербург,50101.0,15065.0,0.0,3100.0,0.0,3100.0,0,2019,4,6,105863.19,Другой
4,3800000.0,48.0,2018-09-11,2,2.5,9,32.0,6,True,False,False,8.0,0,Санкт-Петербург,21534.0,14752.0,1.0,559.0,2.0,664.0,34,2018,9,1,79166.67,Другой
14,5950000.0,68.4,2018-10-02,3,2.72,14,41.9,4,True,False,False,7.9,0,Санкт-Петербург,12317.0,14908.0,0.0,3100.0,1.0,233.0,78,2018,10,1,86988.3,Другой
19,2100000.0,35.0,2018-03-26,1,2.75,3,18.0,2,True,False,False,7.0,0,Всеволожск,,,,,,,374,2018,3,0,60000.0,Другой
15,7690000.0,49.0,2018-11-30,2,2.5,7,31.2,4,True,False,False,7.8,1,Санкт-Петербург,26911.0,5614.0,1.0,155.0,1.0,136.0,71,2018,11,4,156938.78,Другой
11,4300000.0,43.8,2017-09-28,2,2.72,9,27.5,6,True,False,False,6.7,0,Санкт-Петербург,27852.0,11559.0,2.0,223.0,0.0,3100.0,65,2017,9,3,98173.52,Другой
2,6379000.0,45.26,2018-06-23,1,2.72,10,20.13,8,True,False,False,10.68,0,Санкт-Петербург,39788.0,10560.0,1.0,2209.0,3.0,252.0,24,2018,6,5,140941.23,Другой
20,4250000.0,50.6,2018-11-20,2,2.5,9,31.3,2,True,False,False,7.5,0,Колпино,26773.0,32559.0,1.0,458.0,1.0,946.0,86,2018,11,1,83992.09,Другой
6,3103000.0,34.5,2018-06-10,1,2.72,9,16.0,6,True,False,False,9.6,0,Кудрово,,,,,,,74,2018,6,6,89942.03,Другой
20,4050000.0,44.7,2018-09-17,2,2.55,5,30.4,5,True,False,False,7.0,1,Санкт-Петербург,41951.0,14455.0,1.0,188.0,0.0,3100.0,12,2018,9,0,90604.03,Последний
13,4300000.0,46.0,2018-02-07,2,2.5,5,30.0,2,True,False,False,6.4,1,Санкт-Петербург,27216.0,8195.0,0.0,3100.0,0.0,3100.0,88,2018,2,2,93478.26,Другой
9,1250000.0,31.0,2019-03-20,1,2.6,2,19.7,1,True,False,False,5.7,0,деревня Малые Колпаны,,,,,,,15,2019,3,2,40322.58,Первый
10,5700000.0,62.6,2017-02-03,2,2.65,10,38.0,6,True,False,False,11.0,0,Санкт-Петербург,14433.0,13229.0,0.0,3100.0,0.0,3100.0,32,2017,2,4,91054.31,Другой
6,1800000.0,37.0,2017-09-05,1,2.6,5,17.0,5,True,False,False,9.0,0,поселок Большая Ижора,,,,,,,136,2017,9,1,48648.65,Последний
10,4580000.0,50.0,2019-02-23,2,2.5,9,30.0,4,True,False,False,7.0,1,Санкт-Петербург,14900.0,13696.0,1.0,961.0,2.0,559.0,0,2019,2,5,91600.0,Другой
7,3900000.0,44.0,2017-05-23,1,2.72,16,20.0,5,False,False,False,10.0,2,Санкт-Петербург,18649.0,17652.0,1.0,1304.0,2.0,19.0,45,2017,5,1,88636.36,Другой
9,3100000.0,36.8,2018-03-07,1,2.72,27,17.9,23,True,False,False,9.7,0,поселок Мурино,,,,,,,7,2018,3,2,84239.13,Другой
0,3700000.0,43.6,2017-07-19,1,2.72,17,16.4,8,True,False,False,11.8,0,Санкт-Петербург,15839.0,14635.0,0.0,3100.0,1.0,1036.0,69,2017,7,2,84862.39,Другой
4,4950000.0,55.2,2017-06-07,2,2.72,12,32.6,11,True,False,False,10.2,0,Санкт-Петербург,29492.0,10662.0,1.0,327.0,0.0,3100.0,56,2017,6,2,89673.91,Другой
11,12200000.0,75.9,2017-04-01,2,2.72,9,39.8,4,True,False,False,16.7,0,Санкт-Петербург,25987.0,4823.0,0.0,3100.0,2.0,849.0,419,2017,4,5,160737.81,Другой
8,2500000.0,44.0,2016-04-26,2,2.72,5,30.0,3,True,False,False,6.0,1,Выборг,,,,,,,274,2016,4,1,56818.18,Другой
13,4000000.0,43.0,2018-12-27,2,2.72,5,27.7,5,True,False,False,5.0,0,Пушкин,14039.0,26193.0,0.0,3100.0,0.0,3100.0,34,2018,12,3,93023.26,Последний
6,6400000.0,94.0,2018-02-01,3,2.7,17,54.0,4,True,False,False,12.7,0,Санкт-Петербург,16087.0,14883.0,0.0,3100.0,0.0,3100.0,124,2018,2,3,68085.11,Другой
10,2950000.0,39.7,2018-02-19,2,2.5,4,26.0,2,True,False,False,6.0,0,Гатчина,,,,,,,219,2018,2,0,74307.3,Другой
3,5550000.0,48.8,2019-01-23,1,2.72,24,17.6,3,True,False,False,12.5,2,Санкт-Петербург,22306.0,17634.0,0.0,3100.0,1.0,132.0,22,2019,1,2,113729.51,Другой
17,3300000.0,30.3,2018-11-13,1,2.7,25,14.4,7,True,False,False,7.0,0,поселок Мурино,,,,,,,14,2018,11,1,108910.89,Другой
17,3150000.0,30.0,2018-03-17,1,2.6,9,16.0,2,True,False,False,7.0,0,Санкт-Петербург,17987.0,11785.0,0.0,3100.0,0.0,3100.0,204,2018,3,5,105000.0,Другой
17,4150000.0,36.7,2017-09-28,1,2.55,10,17.7,3,True,False,False,8.3,2,Санкт-Петербург,15236.0,11043.0,0.0,3100.0,1.0,934.0,81,2017,9,3,113079.02,Другой
15,4390000.0,40.0,2017-11-11,1,2.72,17,15.0,2,True,False,False,8.0,2,Санкт-Петербург,30139.0,11004.0,1.0,379.0,0.0,3100.0,73,2017,11,5,109750.0,Другой
11,7150000.0,51.4,2019-03-09,2,2.72,11,31.0,3,True,False,False,8.4,0,Санкт-Петербург,35294.0,10352.0,1.0,434.0,1.0,502.0,0,2019,3,5,139105.06,Другой
8,6050000.0,54.2,2017-01-29,2,2.76,25,30.0,16,False,False,False,8.8,2,Санкт-Петербург,37948.0,14769.0,0.0,3100.0,0.0,3100.0,83,2017,1,6,111623.62,Другой
8,5050000.0,67.8,2017-07-14,3,2.72,9,48.5,7,True,False,False,7.0,2,Санкт-Петербург,14525.0,10332.0,0.0,3100.0,1.0,584.0,52,2017,7,4,74483.78,Другой
4,3650000.0,40.0,2017-12-06,1,2.72,24,19.0,9,True,False,False,9.0,0,Санкт-Петербург,22077.0,17405.0,0.0,3100.0,1.0,274.0,103,2017,12,2,91250.0,Другой
1,3700000.0,54.0,2017-12-15,2,2.7,11,29.0,11,True,False,False,10.0,0,Кудрово,,,,,,,266,2017,12,4,68518.52,Последний
14,4198000.0,60.0,2017-08-04,3,2.52,9,43.3,7,True,False,False,6.2,2,Санкт-Петербург,19309.0,18312.0,1.0,766.0,1.0,329.0,66,2017,8,4,69966.67,Другой
9,4530000.0,45.0,2018-10-29,2,2.5,5,33.0,3,True,False,False,7.5,2,Санкт-Петербург,46537.0,16823.0,1.0,644.0,0.0,3100.0,166,2018,10,0,100666.67,Другой
18,3999000.0,39.0,2017-08-02,1,2.72,25,16.0,9,True,False,False,12.0,0,Санкт-Петербург,18488.0,15945.0,0.0,3100.0,0.0,3100.0,297,2017,8,2,102538.46,Другой
20,5300000.0,55.3,2018-07-10,2,2.72,25,29.0,12,True,False,False,10.0,0,Кудрово,,,,,,,67,2018,7,1,95840.87,Другой
10,4890000.0,63.2,2018-07-03,3,2.72,5,49.7,5,True,False,False,7.4,0,Санкт-Петербург,16973.0,21281.0,1.0,890.0,1.0,1076.0,273,2018,7,1,77373.42,Последний
4,3300000.0,43.1,2018-02-27,2,2.5,4,30.0,2,True,False,False,6.0,1,Гатчина,,,,,,,0,2018,2,1,76566.13,Другой
11,12000000.0,84.68,2017-06-19,2,2.72,9,45.4,8,True,False,False,16.4,0,Санкт-Петербург,32121.0,5080.0,0.0,3100.0,3.0,457.0,127,2017,6,0,141709.97,Другой
16,5300000.0,61.0,2016-03-11,3,2.8,9,39.0,3,False,False,False,6.0,2,Санкт-Петербург,50898.0,14963.0,0.0,3100.0,0.0,3100.0,130,2016,3,4,86885.25,Другой
20,7200000.0,80.0,2017-08-24,3,2.8,4,43.0,1,True,False,False,8.0,0,Санкт-Петербург,21832.0,399.0,3.0,415.0,2.0,516.0,11,2017,8,3,90000.0,Первый
7,4150000.0,61.0,2016-06-22,3,2.56,5,45.6,2,True,False,False,7.0,0,Санкт-Петербург,18213.0,16014.0,0.0,3100.0,0.0,3100.0,120,2016,6,2,68032.79,Другой
6,6324000.0,43.0,2018-03-23,1,2.72,15,17.0,14,True,False,False,16.0,0,Санкт-Петербург,18971.0,4563.0,0.0,3100.0,1.0,825.0,98,2018,3,4,147069.77,Другой
12,4250000.0,36.0,2017-11-22,1,2.75,6,17.1,4,True,False,False,9.0,0,Санкт-Петербург,18625.0,17628.0,0.0,3100.0,2.0,108.0,225,2017,11,2,118055.56,Другой
7,8500000.0,68.72,2017-12-06,2,2.72,25,33.72,9,True,False,False,13.79,0,Санкт-Петербург,54273.0,18766.0,0.0,3100.0,1.0,736.0,272,2017,12,2,123690.34,Другой
10,10000000.0,68.5,2017-04-21,3,2.72,6,44.8,1,True,False,False,7.7,0,Санкт-Петербург,23553.0,1862.0,3.0,286.0,3.0,577.0,90,2017,4,4,145985.4,Первый
4,7305000.0,63.69,2018-08-10,2,2.72,24,,24,True,False,False,10.56,2,Санкт-Петербург,43422.0,12179.0,0.0,3100.0,0.0,3100.0,102,2018,8,4,114696.18,Последний
1,6000000.0,59.6,2017-09-27,2,2.5,10,33.4,10,True,False,False,10.8,2,Санкт-Петербург,33632.0,12264.0,0.0,3100.0,0.0,3100.0,409,2017,9,2,100671.14,Последний
8,3100000.0,34.0,2018-08-01,1,2.7,9,18.0,5,True,False,False,9.0,1,Санкт-Петербург,20745.0,17027.0,0.0,3100.0,2.0,346.0,97,2018,8,2,91176.47,Другой
7,7700000.0,72.3,2016-04-22,3,2.72,4,40.0,2,True,False,False,10.0,0,Пушкин,19402.0,34256.0,1.0,504.0,3.0,627.0,60,2016,4,4,106500.69,Другой
20,3150021.0,36.61,2018-02-20,1,2.55,27,17.71,27,False,False,False,9.68,0,поселок Мурино,,,,,,,176,2018,2,1,86042.64,Последний
6,4400000.0,45.0,2018-11-14,2,2.56,5,30.5,4,True,False,False,7.0,0,Санкт-Петербург,15431.0,12185.0,1.0,425.0,1.0,866.0,20,2018,11,2,97777.78,Другой
13,3850000.0,39.6,2018-10-15,1,2.75,14,20.0,14,True,False,False,9.0,2,Санкт-Петербург,35402.0,15703.0,1.0,867.0,3.0,552.0,46,2018,10,0,97222.22,Последний
11,3990000.0,59.0,2019-04-13,2,2.72,5,30.0,5,True,False,False,8.3,0,поселок Тельмана,,,,,,,0,2019,4,5,67627.12,Последний
20,3150000.0,32.0,2018-02-20,1,2.72,16,16.1,1,True,False,False,8.5,0,Кудрово,,,,,,,156,2018,2,1,98437.5,Первый
20,7100000.0,74.2,2018-09-04,3,2.72,16,41.0,16,True,False,False,11.9,0,поселок Мурино,,,,,,,100,2018,9,1,95687.33,Последний
6,5550000.0,53.6,2018-01-03,2,2.5,17,29.2,16,True,False,False,10.7,0,Кудрово,,,,,,,326,2018,1,2,103544.78,Другой
6,5400000.0,50.0,2018-12-09,2,2.5,12,31.0,5,True,False,False,7.0,2,Санкт-Петербург,46251.0,18975.0,1.0,791.0,0.0,3100.0,0,2018,12,6,108000.0,Другой
0,4150000.0,52.0,2016-06-14,2,2.72,10,32.0,5,True,False,False,7.5,0,Санкт-Петербург,20958.0,22670.0,0.0,3100.0,2.0,565.0,7,2016,6,1,79807.69,Другой
15,4350000.0,68.7,2018-08-18,3,2.6,4,43.4,4,True,False,False,8.4,0,Красное Село,25283.0,28707.0,0.0,3100.0,0.0,3100.0,18,2018,8,5,63318.78,Последний
17,2650000.0,34.0,2017-07-01,1,2.75,12,14.46,3,False,False,False,8.25,2,поселок Бугры,,,,,,,43,2017,7,5,77941.18,Другой
8,4950000.0,63.0,2016-02-23,3,2.72,9,39.5,1,True,False,False,10.6,0,Санкт-Петербург,28275.0,11357.0,1.0,57.0,0.0,3100.0,387,2016,2,1,78571.43,Первый
16,5300000.0,47.2,2016-02-13,1,2.7,9,18.9,7,False,False,False,13.2,1,Санкт-Петербург,48152.0,16785.0,0.0,3100.0,0.0,3100.0,148,2016,2,5,112288.14,Другой
9,4000000.0,39.6,2017-02-21,1,2.6,12,20.3,11,True,False,False,8.0,0,Санкт-Петербург,34330.0,11971.0,0.0,3100.0,0.0,3100.0,43,2017,2,1,101010.1,Другой
5,4500000.0,40.0,2018-08-05,2,2.5,9,,5,True,False,False,6.0,0,Санкт-Петербург,26666.0,13636.0,1.0,477.0,0.0,3100.0,60,2018,8,6,112500.0,Другой
9,4600000.0,52.6,2018-11-15,2,2.7,5,30.6,3,True,False,False,9.6,2,поселок Шушары,17828.0,30519.0,0.0,3100.0,0.0,3100.0,111,2018,11,3,87452.47,Другой
5,2480000.0,43.0,2018-02-01,1,2.72,5,17.0,3,True,False,False,11.0,0,деревня Низино,,,,,,,140,2018,2,3,57674.42,Другой
2,1570000.0,42.0,2019-02-21,2,2.72,3,,2,True,False,False,8.0,0,Волхов,,,,,,,0,2019,2,3,37380.95,Другой
4,3936700.0,42.8,2018-01-02,1,2.75,14,10.0,4,True,False,False,15.9,2,Сестрорецк,59377.0,36307.0,1.0,88.0,2.0,140.0,16,2018,1,1,91978.97,Другой
4,2900000.0,50.4,2018-07-06,2,2.5,5,30.0,2,True,False,False,8.5,0,Кировск,,,,,,,0,2018,7,4,57539.68,Другой
10,1800000.0,49.0,2018-08-27,2,2.5,5,29.0,5,True,False,False,8.0,0,Приморск,,,,,,,94,2018,8,0,36734.69,Последний
9,5600000.0,56.0,2019-04-23,3,2.52,5,38.0,4,True,False,False,5.0,0,Санкт-Петербург,39485.0,11179.0,1.0,373.0,1.0,379.0,0,2019,4,1,100000.0,Другой
16,7000000.0,74.5,2019-02-27,3,2.58,10,49.0,9,True,False,False,10.8,0,Санкт-Петербург,14078.0,16670.0,0.0,3100.0,0.0,3100.0,31,2019,2,2,93959.73,Другой
10,3700000.0,35.0,2018-10-15,1,2.72,23,16.0,5,True,False,False,9.1,0,Кудрово,,,,,,,59,2018,10,0,105714.29,Другой
5,4290000.0,49.0,2016-03-11,3,2.72,5,34.0,3,True,False,False,7.0,0,Санкт-Петербург,46709.0,16857.0,0.0,3100.0,0.0,3100.0,106,2016,3,4,87551.02,Другой
5,5500000.0,84.0,2018-08-04,3,2.72,24,50.0,14,True,False,False,14.5,1,поселок Шушары,13908.0,19694.0,0.0,3100.0,1.0,645.0,0,2018,8,5,65476.19,Другой
20,4100000.0,44.4,2018-10-16,2,2.6,5,27.3,5,True,False,False,6.2,0,Санкт-Петербург,27425.0,7693.0,0.0,3100.0,0.0,3100.0,49,2018,10,1,92342.34,Последний
20,5700000.0,53.8,2019-02-26,2,2.6,13,29.2,3,True,False,False,8.5,1,поселок Стрельна,28276.0,23454.0,0.0,3100.0,0.0,3100.0,46,2019,2,1,105947.96,Другой
14,10800000.0,74.0,2017-04-30,2,2.72,6,44.1,2,True,False,False,15.3,0,Санкт-Петербург,19721.0,2671.0,1.0,307.0,3.0,338.0,37,2017,4,6,145945.95,Другой
10,2100000.0,74.0,2017-12-10,4,2.72,5,50.5,3,True,False,False,6.5,1,поселок Старая Малукса,,,,,,,44,2017,12,6,28378.38,Другой
0,3900000.0,39.1,2017-12-13,1,2.6,5,17.8,4,True,False,False,8.6,1,Пушкин,14135.0,26288.0,0.0,3100.0,0.0,3100.0,331,2017,12,2,99744.25,Другой
2,2400000.0,30.7,2017-06-06,1,2.55,5,17.5,2,True,False,False,5.5,0,Пушкин,18475.0,33047.0,1.0,312.0,0.0,3100.0,255,2017,6,1,78175.9,Другой
11,4594000.0,60.0,2019-03-18,2,2.5,10,32.0,10,True,False,False,10.4,0,городской поселок Янино-1,,,,,,,0,2019,3,0,76566.67,Последний
11,5399000.0,48.6,2017-05-24,2,2.72,14,27.4,5,False,False,False,7.7,1,Санкт-Петербург,41698.0,14203.0,1.0,675.0,0.0,3100.0,12,2017,5,2,111090.53,Другой
20,3900000.0,61.0,2016-04-14,2,2.6,10,27.0,5,True,False,False,14.0,0,деревня Новое Девяткино,,,,,,,123,2016,4,3,63934.43,Другой
18,2650000.0,31.0,2017-04-09,1,2.54,5,17.6,4,False,False,False,4.7,0,Ломоносов,48879.0,52304.0,0.0,3100.0,1.0,563.0,107,2017,4,6,85483.87,Другой
5,4100000.0,35.9,2017-10-16,1,2.72,20,18.7,10,True,False,False,10.5,0,Санкт-Петербург,35662.0,16699.0,0.0,3100.0,1.0,78.0,391,2017,10,0,114206.13,Другой
1,3700000.0,38.9,2017-09-22,1,2.72,25,15.2,6,True,False,False,9.1,0,Санкт-Петербург,17520.0,16316.0,0.0,3100.0,1.0,104.0,272,2017,9,4,95115.68,Другой
7,7050000.0,86.0,2016-12-06,4,2.72,4,56.0,3,True,False,False,8.0,0,Санкт-Петербург,22464.0,5354.0,1.0,112.0,0.0,3100.0,288,2016,12,1,81976.74,Другой
5,3580000.0,33.0,2017-03-23,1,2.5,14,17.0,5,True,False,False,8.0,0,Санкт-Петербург,51331.0,15453.0,0.0,3100.0,0.0,3100.0,109,2017,3,3,108484.85,Другой
9,4090000.0,39.0,2016-04-30,1,2.7,12,20.0,2,False,False,False,10.0,0,Санкт-Петербург,15801.0,16447.0,1.0,503.0,0.0,3100.0,93,2016,4,5,104871.79,Другой
5,7000000.0,71.5,2018-11-24,3,2.6,10,43.1,4,True,False,False,8.2,0,Санкт-Петербург,8502.0,12159.0,2.0,444.0,1.0,293.0,14,2018,11,5,97902.1,Другой
14,3850000.0,37.1,2017-10-24,1,2.6,9,10.0,7,True,False,False,15.0,0,Пушкин,14059.0,26212.0,0.0,3100.0,0.0,3100.0,255,2017,10,1,103773.58,Другой
1,4450000.0,49.0,2018-04-21,4,2.5,5,38.0,4,True,False,False,5.5,0,Санкт-Петербург,11046.0,12150.0,0.0,3100.0,1.0,776.0,0,2018,4,5,90816.33,Другой
11,3500000.0,43.0,2018-07-27,1,2.72,4,19.0,1,True,False,False,12.0,0,Колпино,28554.0,34341.0,0.0,3100.0,3.0,287.0,123,2018,7,4,81395.35,Первый
17,8200000.0,62.0,2019-03-18,2,2.6,10,34.0,7,True,False,False,10.0,1,Санкт-Петербург,36539.0,10807.0,0.0,3100.0,0.0,3100.0,0,2019,3,0,132258.06,Другой
5,2780000.0,44.8,2018-04-02,1,2.7,12,17.0,3,True,False,False,14.5,0,Всеволожск,,,,,,,166,2018,4,0,62053.57,Другой
6,1700000.0,45.0,2017-05-24,2,2.6,2,31.6,1,True,False,False,5.5,0,садовое товарищество Рахья,,,,,,,307,2017,5,2,37777.78,Первый
